id	baseMean	log2FoldChange	pvalue	padj	Direction	WR260145T	WR260146T	WR260141T	WR260142T	Uniprot	GO	KEGG	Card	VFDB	PHI	COG	eggNOG	CAZy	NT	Pfam
ENSMUSG00000032254(Kif23)	39.861159978841	1.48402694876595	0.00313935682511198	0.0209193110609787	Up	73	65	24	14	sp|E9Q5G3|KIF23_MOUSE Kinesin-like protein KIF23 OS=Mus musculus OX=10090 GN=Kif23 PE=1 SV=1	GO:0005524 ATP binding molecular_function|GO:0016887 ATP hydrolysis activity molecular_function|GO:0008017 microtubule binding molecular_function|GO:0003777 microtubule motor activity molecular_function|GO:0007018 microtubule-based movement biological_process|GO:0000281 mitotic cytokinesis biological_process|GO:0051256 mitotic spindle midzone assembly biological_process|GO:0032467 positive regulation of cytokinesis biological_process|GO:0097149 centralspindlin complex cellular_component|GO:0005813 centrosome cellular_component|GO:0005737 cytoplasm cellular_component|GO:0090543 Flemming body cellular_component|GO:0045171 intercellular bridge cellular_component|GO:0005871 kinesin complex cellular_component|GO:0005874 microtubule cellular_component|GO:0030496 midbody cellular_component|GO:0072686 mitotic spindle cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:0005819 spindle cellular_component	mcal:110301886 K17387 kinesin family member 23 mcal04814 Motor proteins|:::|mcal05206 MicroRNAs in cancer	--	VFG042953(gb|WP_004089909)	E9R863|PHI:5267|Ugeb|162425|Aspergillus_nidulans|increased_virulence_(hypervirulence)	--	51337.XP_004666711.1 COG5059@1|root,KOG0247@2759|Eukaryota,38FXQ@33154|Opisthokonta,3BAN0@33208|Metazoa,3CRVQ@33213|Bilateria,47ZYR@7711|Chordata,48YWT@7742|Vertebrata,3JAQ2@40674|Mammalia,35JHX@314146|Euarchontoglires,4PW9F@9989|Rodentia Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	--	XP_038179329.1 kinesin-like protein KIF23 [Arvicola amphibius]	PF16540.9|MKLP1_Arf_bdg|Arf6-interacting domain of mitotic kinesin-like protein
ENSMUSG00000032560(Dnajc13)	19.7450564719734	2.05853475873641	0.00765332905474635	0.0415853454833121	Up	36	38	3	10	sp|P11260|LORF1_MOUSE LINE-1 retrotransposable element ORF1 protein OS=Mus musculus OX=10090 GN=Lire1 PE=1 SV=2	GO:0000166 nucleotide binding molecular_function|GO:0003727 single-stranded RNA binding molecular_function|GO:0032197 retrotransposition biological_process|GO:0005737 cytoplasm cellular_component|GO:0036464 cytoplasmic ribonucleoprotein granule cellular_component|GO:0010494 cytoplasmic stress granule cellular_component|GO:0005730 nucleolus cellular_component|GO:1990904 ribonucleoprotein complex cellular_component	mfot:126515661 K10802 high mobility group protein B1 mfot03410 Base excision repair|:::|mfot04140 Autophagy - animal|:::|mfot04217 Necroptosis|:::|mfot04613 Neutrophil extracellular trap formation	--	VFG025019(gb|WP_009896156)	A0A509AIG4|PHI:9412|Gexp15_(pbanka_0515400)|5821|Plasmodium_berghei|reduced_virulence_loss_of_pathogenicity	--	10116.ENSRNOP00000064684 2D3IM@1|root,2SRQ0@2759|Eukaryota,3ANQ2@33154|Opisthokonta,3C1ER@33208|Metazoa,3DHG5@33213|Bilateria,48EEB@7711|Chordata,49AXK@7742|Vertebrata,3JNW0@40674|Mammalia,35UP0@314146|Euarchontoglires L1 transposable element dsRBD-like domain	--	BAA20418.1 RNP particle component, partial [Mus musculus]	PF19432.3|RME-8_N|DNAJ protein RME-8 N-terminal
ENSMUSG00000040524(Zfp609)	30.9535347570894	1.69180192103233	0.00488494110461327	0.0298655431971947	Up	68	44	20	7	sp|Q8BZ47|ZN609_MOUSE Zinc finger protein 609 OS=Mus musculus OX=10090 GN=Znf609 PE=1 SV=2	GO:0046872 metal ion binding molecular_function|GO:1990841 promoter-specific chromatin binding molecular_function|GO:0007517 muscle organ development biological_process|GO:2001224 positive regulation of neuron migration biological_process|GO:0033089 positive regulation of T cell differentiation in thymus biological_process|GO:0045944 positive regulation of transcription by RNA polymerase II biological_process|GO:2000291 regulation of myoblast proliferation biological_process|GO:0006357 regulation of transcription by RNA polymerase II biological_process|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component	mmu:214812 -- -- --	--	VFG048904(gb|WP_020956633)	I1RA07|PHI:1538_PHI:4209_PHI:4236|Gzmyb002_Myt3|5518|Fusarium_graminearum|reduced_virulence	--	10090.ENSMUSP00000124089 28KDT@1|root,2RCUP@2759|Eukaryota,39NPR@33154|Opisthokonta,3CQ87@33208|Metazoa,3E6DF@33213|Bilateria,482FS@7711|Chordata,4961E@7742|Vertebrata,3JC2Q@40674|Mammalia,35IJ3@314146|Euarchontoglires,4PX8A@9989|Rodentia zinc finger	--	XP_035957741.1 zinc finger protein 609-like [Halichoerus grypus]	--
ENSMUSG00000046785(Epm2aip1)	12.2081342791044	2.27695506148156	0.0257433685863154	NA	Up	27	21	8	0	sp|Q8C6K9|CO6A6_MOUSE Collagen alpha-6(VI) chain OS=Mus musculus OX=10090 GN=Col6a6 PE=1 SV=2	GO:0007155 cell adhesion biological_process|GO:0005581 collagen trimer cellular_component|GO:0062023 collagen-containing extracellular matrix cellular_component|GO:0031012 extracellular matrix cellular_component|GO:0005576 extracellular region cellular_component	mmu:77781 -- -- --	--	--	--	--	--	--	EDL08974.1 EPM2A (laforin) interacting protein 1, isoform CRA_b [Mus musculus]	--
ENSMUSG00000038664(Herc1)	39.3139497175929	2.0522880874027	0.000109335401415044	0.00131631247978112	Up	87	62	13	14	sp|Q4U2R1|HERC2_MOUSE E3 ubiquitin-protein ligase HERC2 OS=Mus musculus OX=10090 GN=Herc2 PE=1 SV=3	GO:0032183 SUMO binding molecular_function|GO:0061630 ubiquitin protein ligase activity molecular_function|GO:0031625 ubiquitin protein ligase binding molecular_function|GO:0008270 zinc ion binding molecular_function|GO:0006974 DNA damage response biological_process|GO:0006281 DNA repair biological_process|GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process biological_process|GO:0016567 protein ubiquitination biological_process|GO:0007283 spermatogenesis biological_process|GO:0005814 centriole cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component|GO:0016020 membrane cellular_component|GO:0005743 mitochondrial inner membrane cellular_component|GO:0005634 nucleus cellular_component|GO:0005886 plasma membrane cellular_component	mmu:235439 K10594 E3 ubiquitin-protein ligase HERC1 [EC:2.3.2.26] mmu04120 Ubiquitin mediated proteolysis	--	VFG043608(gb|WP_000682783)	S7V2Q9|PHI:12162|Ppm14_(tggt1_232010)|5811|Toxoplasma_gondii|unaffected_pathogenicity	--	10090.ENSMUSP00000044801 COG5184@1|root,KOG1426@2759|Eukaryota,38BQ2@33154|Opisthokonta,3B9UD@33208|Metazoa,3CUDU@33213|Bilateria,487VA@7711|Chordata,48YQC@7742|Vertebrata,3JECF@40674|Mammalia,35C5N@314146|Euarchontoglires,4Q354@9989|Rodentia Domain Homologous to E6-AP Carboxyl Terminus with	--	XP_030100194.1 probable E3 ubiquitin-protein ligase HERC1 isoform X12 [Mus musculus]	PF00632.29|HECT|HECT-domain (ubiquitin-transferase)
ENSMUSG00000032370(Lactb)	9.65828722779519	2.57179548875329	0.0172348209831781	NA	Up	23	16	3	2	sp|Q9EP89|LACTB_MOUSE Serine beta-lactamase-like protein LACTB, mitochondrial OS=Mus musculus OX=10090 GN=Lactb PE=1 SV=1	GO:0042802 identical protein binding molecular_function|GO:0008233 peptidase activity molecular_function|GO:0006629 lipid metabolic process biological_process|GO:0006508 proteolysis biological_process|GO:0019216 regulation of lipid metabolic process biological_process|GO:0005829 cytosol cellular_component|GO:0005739 mitochondrion cellular_component	mmu:80907 K17382 serine beta-lactamase-like protein LACTB, mitochondrial --	ARO:3006273|ACT-79|WP_164461281.1	VFG028623(gb|YP_007960181)	Q8Y9I8|PHI:4692|Pbpx|1639|Listeria_monocytogenes|reduced_virulence	WP_012843857_1|COG1680|CubicO group peptidase, beta-lactamase class C family	10090.ENSMUSP00000034929 COG1680@1|root,2QQBX@2759|Eukaryota,39RFH@33154|Opisthokonta,3BE1E@33208|Metazoa,3CSHV@33213|Bilateria,486XT@7711|Chordata,497V4@7742|Vertebrata,3J858@40674|Mammalia,35C4I@314146|Euarchontoglires,4PV9T@9989|Rodentia Serine beta-lactamase-like protein LACTB, mitochondrial	--	XP_006979365.2 serine beta-lactamase-like protein LACTB, mitochondrial [Peromyscus maniculatus bairdii]	PF00144.28|Beta-lactamase|Beta-lactamase
ENSMUSG00000052698(Tln2)	40.9038543349263	1.71878767057108	0.00116432389961606	0.0092813758146819	Up	83	64	12	21	sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	GO:0004519 endonuclease activity molecular_function|GO:0046872 metal ion binding molecular_function|GO:0003964 RNA-directed DNA polymerase activity molecular_function|GO:0006310 DNA recombination biological_process	mmu:70549 K06271 talin mmu04015 Rap1 signaling pathway|:::|mmu04510 Focal adhesion|:::|mmu04611 Platelet activation|:::|mmu04820 Cytoskeleton in muscle cells|:::|mmu05166 Human T-cell leukemia virus 1 infection	--	VFG044321(gb|WP_006492710)	Q8IFL9|PHI:4105|Fikk4.2|5833|Plasmodium_falciparum|reduced_virulence	--	10116.ENSRNOP00000064619 KOG1075@1|root,KOG1075@2759|Eukaryota,39RKB@33154|Opisthokonta,3BK61@33208|Metazoa,3E43G@33213|Bilateria,48JXY@7711|Chordata,49GK2@7742|Vertebrata,3JJ5B@40674|Mammalia,35U9R@314146|Euarchontoglires Reverse transcriptase (RNA-dependent DNA polymerase)	--	EDL24432.1 mCG145403, partial [Mus musculus]	PF08913.14|VBS|Vinculin Binding Site
ENSMUSG00000032228(Tcf12)	65.0852707875795	1.45677194628608	0.000263538359270915	0.00270331233447826	Up	108	115	34	28	sp|P11260|LORF1_MOUSE LINE-1 retrotransposable element ORF1 protein OS=Mus musculus OX=10090 GN=Lire1 PE=1 SV=2	GO:0000166 nucleotide binding molecular_function|GO:0003727 single-stranded RNA binding molecular_function|GO:0032197 retrotransposition biological_process|GO:0005737 cytoplasm cellular_component|GO:0036464 cytoplasmic ribonucleoprotein granule cellular_component|GO:0010494 cytoplasmic stress granule cellular_component|GO:0005730 nucleolus cellular_component|GO:1990904 ribonucleoprotein complex cellular_component	mcal:110283779 K12896 serine/arginine-rich splicing factor 7 mcal03040 Spliceosome|:::|mcal05014 Amyotrophic lateral sclerosis|:::|mcal05168 Herpes simplex virus 1 infection	--	VFG049919(gb|AAD32394)	A0A509AIG4|PHI:9412|Gexp15_(pbanka_0515400)|5821|Plasmodium_berghei|reduced_virulence_loss_of_pathogenicity	--	10116.ENSRNOP00000065391 KOG1075@1|root,KOG1075@2759|Eukaryota,39RKB@33154|Opisthokonta,3BK61@33208|Metazoa,3E43G@33213|Bilateria,48JXY@7711|Chordata,49GK2@7742|Vertebrata,3JJ5B@40674|Mammalia,35U9R@314146|Euarchontoglires Reverse transcriptase (RNA-dependent DNA polymerase)	--	AAC53542.1 endonuclease/reverse transcriptase [Mus musculus]	PF02994.18|Transposase_22|L1 transposable element RBD-like domain
ENSMUSG00000061390(Uba52-ps)	2.58579890071338	-5.03589397834827	0.026731777707632	NA	Down	0	0	4	5	sp|Q5SNZ0|GRDN_MOUSE Girdin OS=Mus musculus OX=10090 GN=Ccdc88a PE=1 SV=2	GO:0003779 actin binding molecular_function|GO:0051959 dynein light intermediate chain binding molecular_function|GO:0005154 epidermal growth factor receptor binding molecular_function|GO:0001965 G-protein alpha-subunit binding molecular_function|GO:0031682 G-protein gamma-subunit binding molecular_function|GO:0005092 GDP-dissociation inhibitor activity molecular_function|GO:0005085 guanyl-nucleotide exchange factor activity molecular_function|GO:0005158 insulin receptor binding molecular_function|GO:0008017 microtubule binding molecular_function|GO:0035091 phosphatidylinositol binding molecular_function|GO:0042803 protein homodimerization activity molecular_function|GO:0043422 protein kinase B binding molecular_function|GO:0005080 protein kinase C binding molecular_function|GO:0043539 protein serine/threonine kinase activator activity molecular_function|GO:0042169 SH2 domain binding molecular_function|GO:0043184 vascular endothelial growth factor receptor 2 binding molecular_function|GO:0016477 cell migration biological_process|GO:0031122 cytoplasmic microtubule organization biological_process|GO:0030705 cytoskeleton-dependent intracellular transport biological_process|GO:0006260 DNA replication biological_process|GO:0030032 lamellipodium assembly biological_process|GO:0072660 maintenance of protein location in plasma membrane biological_process|GO:0061024 membrane organization biological_process|GO:0007399 nervous system development biological_process|GO:0045724 positive regulation of cilium assembly biological_process|GO:0045742 positive regulation of epidermal growth factor receptor signaling pathway biological_process|GO:0051897 positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction biological_process|GO:1903566 positive regulation of protein localization to cilium biological_process|GO:0051496 positive regulation of stress fiber assembly biological_process|GO:0032956 regulation of actin cytoskeleton organization biological_process|GO:0042127 regulation of cell population proliferation biological_process|GO:0010975 regulation of neuron projection development biological_process|GO:0007264 small GTPase-mediated signal transduction biological_process|GO:0031929 TOR signaling biological_process|GO:0031252 cell leading edge cellular_component|GO:0005814 centriole cellular_component|GO:0005813 centrosome cellular_component|GO:0036064 ciliary basal body cellular_component|GO:0030142 COPI-coated Golgi to ER transport vesicle cellular_component|GO:0005737 cytoplasm cellular_component|GO:0031410 cytoplasmic vesicle cellular_component|GO:0005829 cytosol cellular_component|GO:0005783 endoplasmic reticulum cellular_component|GO:0005794 Golgi apparatus cellular_component|GO:0030027 lamellipodium cellular_component|GO:0016020 membrane cellular_component|GO:0005886 plasma membrane cellular_component	mmu:22186 K02927 ubiquitin-large subunit ribosomal protein L40e mmu03010 Ribosome|:::|mmu04120 Ubiquitin mediated proteolysis|:::|mmu04137 Mitophagy - animal|:::|mmu04140 Autophagy - animal|:::|mmu05012 Parkinson disease|:::|mmu05022 Pathways of neurodegeneration - multiple diseases|:::|mmu05167 Kaposi sarcoma-associated herpesvirus infection|:::|mmu05171 Coronavirus disease - COVID-19	--	VFG050679(gb|WP_000505928.1)	W6EL00|PHI:4129|Tea4|5270|Ustilago_maydis|loss_of_pathogenicity_unaffected_pathogenicity	--	40148.OGLUM05G20130.1 COG5272@1|root,KOG0001@2759|Eukaryota cellular macromolecule catabolic process	--	XP_005870266.2 PREDICTED: polyubiquitin-B [Myotis brandtii]	--
ENSMUSG00000080848(Gm9385)	805.280755804251	-1.10239644118872	1.25163280177064e-11	8.27618120309264e-10	Down	640	561	1136	836	sp|Q5BLK4|TUT7_MOUSE Terminal uridylyltransferase 7 OS=Mus musculus OX=10090 GN=Tut7 PE=1 SV=3	GO:0035198 miRNA binding molecular_function|GO:0050265 RNA uridylyltransferase activity molecular_function|GO:0070569 uridylyltransferase activity molecular_function|GO:0008270 zinc ion binding molecular_function|GO:0010586 miRNA metabolic process biological_process|GO:0001556 oocyte maturation biological_process|GO:1990074 polyuridylation-dependent mRNA catabolic process biological_process|GO:0031054 pre-miRNA processing biological_process|GO:0141008 retrotransposon silencing by mRNA destabilization biological_process|GO:0071076 RNA 3' uridylation biological_process|GO:0031123 RNA 3'-end processing biological_process|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component|GO:0005654 nucleoplasm cellular_component	mmu:68193 K02896 large subunit ribosomal protein L24e mmu03010 Ribosome|:::|mmu05171 Coronavirus disease - COVID-19	--	--	--	--	--	--	KAK2107056.1 60S ribosomal protein L24, partial [Saguinus oedipus]	--
ENSMUSG00000001833(Septin7)	275.187827624687	1.07040827997639	1.268786834716e-06	2.66011991005334e-05	Up	432	440	170	146	sp|E9Q6D6|ZN277_MOUSE Zinc finger protein 277 OS=Mus musculus OX=10090 GN=Znf277 PE=1 SV=1	GO:0046872 metal ion binding molecular_function|GO:0000978 RNA polymerase II cis-regulatory region sequence-specific DNA binding molecular_function|GO:0070301 cellular response to hydrogen peroxide biological_process|GO:2000772 regulation of cellular senescence biological_process|GO:0005694 chromosome cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005730 nucleolus cellular_component	morg:121451495 K16944 septin 7 --	ARO:3007459|EstT|UXD71803.1	VFG043546(gb|WP_010948344)	Q4WGK7|PHI:4893|Aspb|746128|Aspergillus_fumigatus|unaffected_pathogenicity_increased_virulence_(hypervirulence)	--	10090.ENSMUSP00000064226 KOG2482@1|root,KOG2482@2759|Eukaryota,38HAF@33154|Opisthokonta,3BDW3@33208|Metazoa,3CURX@33213|Bilateria,484GS@7711|Chordata,4966M@7742|Vertebrata,3J947@40674|Mammalia,35BQ2@314146|Euarchontoglires,4PUTS@9989|Rodentia Zinc finger protein 277	--	BAC35028.1 unnamed protein product [Mus musculus]	PF00735.22|Septin|Septin
ENSMUSG00000032423(Syncrip)	232.596212856032	1.30754213186375	2.17131863958199e-08	7.06994508554804e-07	Up	405	372	138	102	sp|Q7TP47|HNRPQ_RAT Heterogeneous nuclear ribonucleoprotein Q OS=Rattus norvegicus OX=10116 GN=Syncrip PE=2 SV=1	GO:0003730 mRNA 3'-UTR binding molecular_function|GO:0048027 mRNA 5'-UTR binding molecular_function|GO:0008143 poly(A) binding molecular_function|GO:0071346 cellular response to type II interferon biological_process|GO:0007623 circadian rhythm biological_process|GO:0070934 CRD-mediated mRNA stabilization biological_process|GO:0006397 mRNA processing biological_process|GO:0090367 negative regulation of mRNA modification biological_process|GO:1900152 negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay biological_process|GO:0017148 negative regulation of translation biological_process|GO:2000767 positive regulation of cytoplasmic translation biological_process|GO:0045727 positive regulation of translation biological_process|GO:0008380 RNA splicing biological_process|GO:0071013 catalytic step 2 spliceosome cellular_component|GO:0070937 CRD-mediated mRNA stability complex cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component|GO:0005783 endoplasmic reticulum cellular_component|GO:0097452 GAIT complex cellular_component|GO:0071204 histone pre-mRNA 3'end processing complex cellular_component|GO:0106002 mCRD-mediated mRNA stability complex cellular_component|GO:0043025 neuronal cell body cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:1990635 proximal dendrite cellular_component|GO:1990904 ribonucleoprotein complex cellular_component	eju:114213013 -- -- --	--	VFG043413(gb|WP_001266388)	S0JAX7|PHI:4663|Dgcp|287|Pseudomonas_aeruginosa|reduced_virulence	WP_012569959_1|COG0724|RNA recognition motif (RRM) domain	10029.XP_007633438.1 KOG0117@1|root,KOG0117@2759|Eukaryota,38B4M@33154|Opisthokonta,3BBMN@33208|Metazoa,3CR8H@33213|Bilateria,4871Q@7711|Chordata,48ZRU@7742|Vertebrata,3JCIE@40674|Mammalia,35FQZ@314146|Euarchontoglires,4PUAT@9989|Rodentia Heterogeneous nuclear ribonucleoprotein Q	--	XP_029337831.1 heterogeneous nuclear ribonucleoprotein Q [Mus caroli]	PF18360.5|hnRNP_Q_AcD|Heterogeneous nuclear ribonucleoprotein Q acidic domain
ENSMUSG00000033392(Clasp2)	13.4630354704514	2.20775042789361	0.017572422340796	NA	Up	24	28	8	1	sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	GO:0004519 endonuclease activity molecular_function|GO:0046872 metal ion binding molecular_function|GO:0003964 RNA-directed DNA polymerase activity molecular_function|GO:0006310 DNA recombination biological_process	mmu:76499 K16578 CLIP-associating protein 1/2 --	--	VFG042368(gb|AAP21063)	Q9HEQ8|PHI:335|Cgra|746128|Aspergillus_fumigatus|reduced_virulence	--	10116.ENSRNOP00000065391 KOG1075@1|root,KOG1075@2759|Eukaryota,39RKB@33154|Opisthokonta,3BK61@33208|Metazoa,3E43G@33213|Bilateria,48JXY@7711|Chordata,49GK2@7742|Vertebrata,3JJ5B@40674|Mammalia,35U9R@314146|Euarchontoglires Reverse transcriptase (RNA-dependent DNA polymerase)	--	EDM14942.1 rCG50128, partial [Rattus norvegicus]	--
ENSMUSG00000053110(Yap1)	57.1261780624196	1.04295374519035	0.0120365886990669	0.0584699453511507	Up	88	92	39	28	sp|P46938|YAP1_MOUSE Transcriptional coactivator YAP1 OS=Mus musculus OX=10090 GN=Yap1 PE=1 SV=2	GO:0003682 chromatin binding molecular_function|GO:0140297 DNA-binding transcription factor binding molecular_function|GO:0070064 proline-rich region binding molecular_function|GO:0000978 RNA polymerase II cis-regulatory region sequence-specific DNA binding molecular_function|GO:0001824 blastocyst development biological_process|GO:0060449 bud elongation involved in lung branching biological_process|GO:0060070 canonical Wnt signaling pathway biological_process|GO:0061026 cardiac muscle tissue regeneration biological_process|GO:0030054 cell junction cellular_component|GO:0005911 cell-cell junction cellular_component|GO:0005737 cytoplasm cellular_component|GO:0005829 cytosol cellular_component	mcal:110301372 K16687 transcriptional coactivator YAP1 mcal04390 Hippo signaling pathway|:::|mcal04392 Hippo signaling pathway - multiple species	--	VFG015291(gb|WP_011268967)	P0CM08|PHI:11100|Yst1_(cni04050)|5207|Cryptococcus_neoformans|reduced_virulence	--	10090.ENSMUSP00000069554 COG5021@1|root,KOG0940@2759|Eukaryota,38D6U@33154|Opisthokonta,3BCXM@33208|Metazoa,3CY7W@33213|Bilateria,4877V@7711|Chordata,490F8@7742|Vertebrata,3J1J6@40674|Mammalia,35FUS@314146|Euarchontoglires,4Q3U9@9989|Rodentia Transcriptional regulator which can act both as a coactivator and a corepressor and is the critical downstream regulatory target in the Hippo signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein STK3 MST2 and STK4 MST1, in complex with its regulatory protein SAV1, phosphorylates and activates LATS1 2 in complex with its regulatory protein MOB1, which in turn phosphorylates and inactivates YAP1 oncoprotein and WWTR1 TAZ. Plays a key role in tissue tension and 3D tissue shape by regulating cortical actomyosin network formation. Acts via ARHGAP18, a Rho GTPase activating protein that suppresses F-actin polymerization. Plays a key role to control cell proliferation in response to cell contact. Phosphorylation of YAP1 by LATS1 2 inhibits its translocation into the nucleus to regulate cellular genes important for cell proliferation, cell death, and cell migration. The presence of TEAD transcription factors are required for it to stimulate gene expression, cell growth, anchorage-independent growth, and epithelial mesenchymal transition (EMT) induction	--	BAE34009.1 unnamed protein product, partial [Mus musculus]	PF00397.30|WW|WW domain
ENSMUSG00000034593(Myo5a)	29.9280916969866	1.85955853515997	0.00214747982327562	0.0155647019906216	Up	72	39	12	11	sp|P11369|LORF2_MOUSE LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	GO:0004519 endonuclease activity molecular_function|GO:0046872 metal ion binding molecular_function|GO:0003964 RNA-directed DNA polymerase activity molecular_function|GO:0006310 DNA recombination biological_process	mmu:102632403 K02880 large subunit ribosomal protein L17e mmu03010 Ribosome|:::|mmu05171 Coronavirus disease - COVID-19	--	VFG045509(gb|WP_010946843)	Q63UH1|PHI:4668|Bpac|28450|Burkholderia_pseudomallei|reduced_virulence	--	10116.ENSRNOP00000064593 KOG1075@1|root,KOG1075@2759|Eukaryota,39RKB@33154|Opisthokonta,3BK61@33208|Metazoa,3E43G@33213|Bilateria,48JXY@7711|Chordata,49GK2@7742|Vertebrata,3JJ5B@40674|Mammalia,35U9R@314146|Euarchontoglires Reverse transcriptase (RNA-dependent DNA polymerase)	--	AAC72805.1 ORF2 [Mus musculus domesticus]	PF02736.23|Myosin_N|Myosin N-terminal SH3-like domain
ENSMUSG00000032271(Nnmt)	22.6591051267275	-1.32636793569958	0.0412424576843963	0.139235820469016	Down	12	18	28	29	sp|O55239|NNMT_MOUSE Nicotinamide N-methyltransferase OS=Mus musculus OX=10090 GN=Nnmt PE=1 SV=1	GO:0008112 nicotinamide N-methyltransferase activity molecular_function|GO:0031100 animal organ regeneration biological_process|GO:0032259 methylation biological_process|GO:0006769 nicotinamide metabolic process biological_process|GO:0045722 positive regulation of gluconeogenesis biological_process|GO:0090312 positive regulation of protein deacetylation biological_process|GO:0010243 response to organonitrogen compound biological_process|GO:0009410 response to xenobiotic stimulus biological_process|GO:0005829 cytosol cellular_component	mmu:18113 K00541 nicotinamide N-methyltransferase [EC:2.1.1.1] mmu00760 Nicotinate and nicotinamide metabolism|:::|mmu01100 Metabolic pathways	--	VFG013260(gb|WP_010868968)	P02976|PHI:4570|Spa|1280|Staphylococcus_aureus|reduced_virulence	--	10090.ENSMUSP00000034808 KOG4564@1|root,KOG4564@2759|Eukaryota,39SE0@33154|Opisthokonta,3BFI5@33208|Metazoa,3CWRG@33213|Bilateria,484VJ@7711|Chordata,493XX@7742|Vertebrata,3J96E@40674|Mammalia,35MFI@314146|Euarchontoglires,4Q300@9989|Rodentia Nicotinamide N-methyltransferase	--	XP_028639501.1 nicotinamide N-methyltransferase [Grammomys surdaster]	PF01234.21|NNMT_PNMT_TEMT|NNMT/PNMT/TEMT family
ENSMUSG00000040813(Tex264)	32.7681433491829	-1.13241521837261	0.0448583797384551	0.147568142384923	Down	20	28	58	25	sp|E9Q137|TX264_MOUSE Testis-expressed protein 264 homolog OS=Mus musculus OX=10090 GN=Tex264 PE=2 SV=1	GO:0038023 signaling receptor activity molecular_function|GO:0106300 protein-DNA covalent cross-linking repair biological_process|GO:0061709 reticulophagy biological_process|GO:0000421 autophagosome membrane cellular_component|GO:0031410 cytoplasmic vesicle cellular_component|GO:0005829 cytosol cellular_component|GO:0005783 endoplasmic reticulum cellular_component|GO:0005789 endoplasmic reticulum membrane cellular_component|GO:0005634 nucleus cellular_component|GO:0005657 replication fork cellular_component	mmu:21767 -- -- --	--	VFG035246(gb|WP_015674982)	G4MS58|PHI:881|Mgg_04556|318829|Magnaporthe_oryzae|reduced_virulence	--	10090.ENSMUSP00000132247 2CCUJ@1|root,2S3D1@2759|Eukaryota,39RGK@33154|Opisthokonta,3BA0I@33208|Metazoa,3CWI1@33213|Bilateria,4863N@7711|Chordata,492KA@7742|Vertebrata,3JAQ3@40674|Mammalia,35H6W@314146|Euarchontoglires,4PV0H@9989|Rodentia Testis-expressed sequence 264 protein	--	BAE34782.1 unnamed protein product [Mus musculus]	--
ENSMUSG00000032575(Manf)	119.400720339388	-1.45696881014933	2.43701041995933e-06	4.75116229226941e-05	Down	83	67	195	122	sp|Q6PHZ5|RB15B_MOUSE Putative RNA-binding protein 15B OS=Mus musculus OX=10090 GN=Rbm15b PE=1 SV=2	GO:0003729 mRNA binding molecular_function|GO:0003723 RNA binding molecular_function|GO:0009048 dosage compensation by inactivation of X chromosome biological_process|GO:0006406 mRNA export from nucleus biological_process|GO:0006397 mRNA processing biological_process|GO:0000381 regulation of alternative mRNA splicing, via spliceosome biological_process|GO:0001510 RNA methylation biological_process|GO:0008380 RNA splicing biological_process|GO:0005635 nuclear envelope cellular_component|GO:0016607 nuclear speck cellular_component|GO:0005654 nucleoplasm cellular_component|GO:0005634 nucleus cellular_component|GO:0036396 RNA N6-methyladenosine methyltransferase complex cellular_component	mmu:109095 K13190 RNA-binding protein 15 --	--	VFG052181(gb|WP_011891469.1)	A0A509AIG4|PHI:9412|Gexp15_(pbanka_0515400)|5821|Plasmodium_berghei|reduced_virulence_loss_of_pathogenicity	--	10090.ENSMUSP00000059330 KOG0112@1|root,KOG0112@2759|Eukaryota,38FHR@33154|Opisthokonta,3BAEK@33208|Metazoa,3CSSH@33213|Bilateria,481BN@7711|Chordata,48YPV@7742|Vertebrata,3J4G5@40674|Mammalia,35IMA@314146|Euarchontoglires,4PVUZ@9989|Rodentia RNA-binding protein 15B	--	NP_780611.3 putative RNA-binding protein 15B [Mus musculus]	PF00076.26|RRM_1|RNA recognition motif
